status,seed,capacity,method,v,phase_ticks,phase_seconds,action_counts,core_required_fraction,payload_bytes,max_queue_bytes,post_release_on_time_core_result_coverage,core_required_events,on_time_core_results,drain_ticks_used,final_queue_bytes,shared_cap_violations
PASS,2026090905,high,central_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":270,""H_NONE"":0,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",1.0,35389440,130941,1.0,270,270,999,0,0
PASS,2026090905,high,shielded_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":270,""H_NONE"":0,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",1.0,35389440,130941,1.0,270,270,999,0,0
PASS,2026090906,low,desynchronized_independent,1.0,"{""P1"":60,""P2"":626,""P3"":317}","{""P1"":0.06,""P2"":0.626,""P3"":0.317}","{""H_ALERT"":0,""H_FULL"":90,""H_NONE"":180,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.3333333333333333,11796480,131029,0.0,90,0,1374,0,0
PASS,2026090906,low,synchronized_independent,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":66,""H_NONE"":138,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":66}",0.24444444444444444,9191424,131029,0.0,66,0,1000,0,0
PASS,2026090906,low,central_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":0,""H_NONE"":0,""H_SUMMARY"":270,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.0,4423680,16341,,0,0,374,0,0
PASS,2026090906,low,shielded_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":0,""H_NONE"":0,""H_SUMMARY"":270,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.0,4423680,16341,,0,0,374,0,0
PASS,2026090906,mid,desynchronized_independent,1.0,"{""P1"":60,""P2"":626,""P3"":317}","{""P1"":0.06,""P2"":0.626,""P3"":0.317}","{""H_ALERT"":0,""H_FULL"":180,""H_NONE"":90,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.6666666666666666,23592960,130985,0.5055555555555555,180,91,874,0,0
PASS,2026090906,mid,synchronized_independent,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":135,""H_NONE"":135,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.5,17694720,130985,0.0,135,0,1500,0,0
PASS,2026090906,mid,central_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":90,""H_NONE"":0,""H_SUMMARY"":180,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.3333333333333333,14745600,130985,1.0,90,90,624,0,0
PASS,2026090906,mid,shielded_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":90,""H_NONE"":0,""H_SUMMARY"":180,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.3333333333333333,14745600,130985,1.0,90,90,624,0,0
PASS,2026090906,high,desynchronized_independent,1.0,"{""P1"":60,""P2"":626,""P3"":317}","{""P1"":0.06,""P2"":0.626,""P3"":0.317}","{""H_ALERT"":0,""H_FULL"":270,""H_NONE"":0,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",1.0,35389440,130876,1.0,270,270,373,0,0
PASS,2026090906,high,synchronized_independent,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":270,""H_NONE"":0,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",1.0,35389440,130941,1.0,270,270,999,0,0
PASS,2026090906,high,central_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":270,""H_NONE"":0,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",1.0,35389440,130941,1.0,270,270,999,0,0
PASS,2026090906,high,shielded_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":270,""H_NONE"":0,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",1.0,35389440,130941,1.0,270,270,999,0,0
PASS,2026090907,low,desynchronized_independent,1.0,"{""P1"":753,""P2"":955,""P3"":576}","{""P1"":0.753,""P2"":0.955,""P3"":0.576}","{""H_ALERT"":0,""H_FULL"":90,""H_NONE"":180,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.3333333333333333,11796480,131029,0.0,90,0,2045,0,0
PASS,2026090907,low,synchronized_independent,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":66,""H_NONE"":138,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":66}",0.24444444444444444,9191424,131029,0.0,66,0,1000,0,0
PASS,2026090907,low,central_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":0,""H_NONE"":0,""H_SUMMARY"":270,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.0,4423680,16341,,0,0,374,0,0
PASS,2026090907,low,shielded_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":0,""H_NONE"":0,""H_SUMMARY"":270,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.0,4423680,16341,,0,0,374,0,0
PASS,2026090907,mid,desynchronized_independent,1.0,"{""P1"":753,""P2"":955,""P3"":576}","{""P1"":0.753,""P2"":0.955,""P3"":0.576}","{""H_ALERT"":0,""H_FULL"":180,""H_NONE"":90,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.6666666666666666,23592960,130985,0.5,180,90,545,0,0
PASS,2026090907,mid,synchronized_independent,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":135,""H_NONE"":135,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.5,17694720,130985,0.0,135,0,1500,0,0
PASS,2026090907,mid,central_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":90,""H_NONE"":0,""H_SUMMARY"":180,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.3333333333333333,14745600,130985,1.0,90,90,624,0,0
PASS,2026090907,mid,shielded_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":90,""H_NONE"":0,""H_SUMMARY"":180,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.3333333333333333,14745600,130985,1.0,90,90,624,0,0
PASS,2026090907,high,desynchronized_independent,1.0,"{""P1"":753,""P2"":955,""P3"":576}","{""P1"":0.753,""P2"":0.955,""P3"":0.576}","{""H_ALERT"":0,""H_FULL"":270,""H_NONE"":0,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",1.0,35389440,17302,1.0,270,270,44,0,0
PASS,2026090907,high,synchronized_independent,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":270,""H_NONE"":0,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",1.0,35389440,130941,1.0,270,270,999,0,0
PASS,2026090907,high,central_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":270,""H_NONE"":0,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",1.0,35389440,130941,1.0,270,270,999,0,0
PASS,2026090907,high,shielded_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":270,""H_NONE"":0,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",1.0,35389440,130941,1.0,270,270,999,0,0
PASS,2026090908,low,desynchronized_independent,1.0,"{""P1"":884,""P2"":483,""P3"":389}","{""P1"":0.884,""P2"":0.483,""P3"":0.389}","{""H_ALERT"":0,""H_FULL"":90,""H_NONE"":180,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.3333333333333333,11796480,131029,0.0,90,0,1116,0,0
PASS,2026090908,low,synchronized_independent,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":66,""H_NONE"":138,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":66}",0.24444444444444444,9191424,131029,0.0,66,0,1000,0,0
PASS,2026090908,low,central_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":0,""H_NONE"":0,""H_SUMMARY"":270,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.0,4423680,16341,,0,0,374,0,0
PASS,2026090908,low,shielded_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":0,""H_NONE"":0,""H_SUMMARY"":270,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.0,4423680,16341,,0,0,374,0,0
PASS,2026090908,mid,desynchronized_independent,1.0,"{""P1"":884,""P2"":483,""P3"":389}","{""P1"":0.884,""P2"":0.483,""P3"":0.389}","{""H_ALERT"":0,""H_FULL"":180,""H_NONE"":90,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.6666666666666666,23592960,130985,0.5,180,90,1116,0,0
PASS,2026090908,mid,synchronized_independent,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":135,""H_NONE"":135,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.5,17694720,130985,0.0,135,0,1500,0,0
PASS,2026090908,mid,central_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":90,""H_NONE"":0,""H_SUMMARY"":180,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.3333333333333333,14745600,130985,1.0,90,90,624,0,0
PASS,2026090908,mid,shielded_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":90,""H_NONE"":0,""H_SUMMARY"":180,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.3333333333333333,14745600,130985,1.0,90,90,624,0,0
PASS,2026090908,high,desynchronized_independent,1.0,"{""P1"":884,""P2"":483,""P3"":389}","{""P1"":0.884,""P2"":0.483,""P3"":0.389}","{""H_ALERT"":0,""H_FULL"":270,""H_NONE"":0,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",1.0,35389440,71828,1.0,270,270,115,0,0
PASS,2026090908,high,synchronized_independent,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":270,""H_NONE"":0,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",1.0,35389440,130941,1.0,270,270,999,0,0
PASS,2026090908,high,central_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":270,""H_NONE"":0,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",1.0,35389440,130941,1.0,270,270,999,0,0
PASS,2026090908,high,shielded_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":270,""H_NONE"":0,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",1.0,35389440,130941,1.0,270,270,999,0,0
PASS,2026090909,low,desynchronized_independent,1.0,"{""P1"":530,""P2"":348,""P3"":834}","{""P1"":0.53,""P2"":0.348,""P3"":0.834}","{""H_ALERT"":0,""H_FULL"":90,""H_NONE"":180,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.3333333333333333,11796480,131029,0.0,90,0,1166,0,0
PASS,2026090909,low,synchronized_independent,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":66,""H_NONE"":138,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":66}",0.24444444444444444,9191424,131029,0.0,66,0,1000,0,0
PASS,2026090909,low,central_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":0,""H_NONE"":0,""H_SUMMARY"":270,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.0,4423680,16341,,0,0,374,0,0
PASS,2026090909,low,shielded_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":0,""H_NONE"":0,""H_SUMMARY"":270,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.0,4423680,16341,,0,0,374,0,0
PASS,2026090909,mid,desynchronized_independent,1.0,"{""P1"":530,""P2"":348,""P3"":834}","{""P1"":0.53,""P2"":0.348,""P3"":0.834}","{""H_ALERT"":0,""H_FULL"":180,""H_NONE"":90,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.6666666666666666,23592960,130985,0.5,180,90,1166,0,0
PASS,2026090909,mid,synchronized_independent,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":135,""H_NONE"":135,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.5,17694720,130985,0.0,135,0,1500,0,0
PASS,2026090909,mid,central_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":90,""H_NONE"":0,""H_SUMMARY"":180,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.3333333333333333,14745600,130985,1.0,90,90,624,0,0
PASS,2026090909,mid,shielded_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":90,""H_NONE"":0,""H_SUMMARY"":180,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.3333333333333333,14745600,130985,1.0,90,90,624,0,0
PASS,2026090909,high,desynchronized_independent,1.0,"{""P1"":530,""P2"":348,""P3"":834}","{""P1"":0.53,""P2"":0.348,""P3"":0.834}","{""H_ALERT"":0,""H_FULL"":270,""H_NONE"":0,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",1.0,35389440,64881,1.0,270,270,165,0,0
PASS,2026090909,high,synchronized_independent,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":270,""H_NONE"":0,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",1.0,35389440,130941,1.0,270,270,999,0,0
PASS,2026090909,high,central_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":270,""H_NONE"":0,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",1.0,35389440,130941,1.0,270,270,999,0,0
PASS,2026090909,high,shielded_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":270,""H_NONE"":0,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",1.0,35389440,130941,1.0,270,270,999,0,0
PASS,2026090910,low,desynchronized_independent,1.0,"{""P1"":611,""P2"":131,""P3"":96}","{""P1"":0.611,""P2"":0.131,""P3"":0.096}","{""H_ALERT"":0,""H_FULL"":90,""H_NONE"":180,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.3333333333333333,11796480,131028,0.0,90,0,1389,0,0
PASS,2026090910,low,synchronized_independent,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":66,""H_NONE"":138,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":66}",0.24444444444444444,9191424,131029,0.0,66,0,1000,0,0
PASS,2026090910,low,central_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":0,""H_NONE"":0,""H_SUMMARY"":270,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.0,4423680,16341,,0,0,374,0,0
PASS,2026090910,low,shielded_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":0,""H_NONE"":0,""H_SUMMARY"":270,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.0,4423680,16341,,0,0,374,0,0
PASS,2026090910,mid,desynchronized_independent,1.0,"{""P1"":611,""P2"":131,""P3"":96}","{""P1"":0.611,""P2"":0.131,""P3"":0.096}","{""H_ALERT"":0,""H_FULL"":180,""H_NONE"":90,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.6666666666666666,23592960,130985,0.5055555555555555,180,91,888,0,0
PASS,2026090910,mid,synchronized_independent,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":135,""H_NONE"":135,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.5,17694720,130985,0.0,135,0,1500,0,0
PASS,2026090910,mid,central_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":90,""H_NONE"":0,""H_SUMMARY"":180,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.3333333333333333,14745600,130985,1.0,90,90,624,0,0
PASS,2026090910,mid,shielded_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":90,""H_NONE"":0,""H_SUMMARY"":180,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.3333333333333333,14745600,130985,1.0,90,90,624,0,0
PASS,2026090910,high,desynchronized_independent,1.0,"{""P1"":611,""P2"":131,""P3"":96}","{""P1"":0.611,""P2"":0.131,""P3"":0.096}","{""H_ALERT"":0,""H_FULL"":270,""H_NONE"":0,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",1.0,35389440,130876,1.0,270,270,388,0,0
PASS,2026090910,high,synchronized_independent,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":270,""H_NONE"":0,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",1.0,35389440,130941,1.0,270,270,999,0,0
PASS,2026090910,high,central_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":270,""H_NONE"":0,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",1.0,35389440,130941,1.0,270,270,999,0,0
PASS,2026090910,high,shielded_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":270,""H_NONE"":0,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",1.0,35389440,130941,1.0,270,270,999,0,0
PASS,2026090911,low,desynchronized_independent,1.0,"{""P1"":286,""P2"":697,""P3"":613}","{""P1"":0.286,""P2"":0.697,""P3"":0.613}","{""H_ALERT"":0,""H_FULL"":90,""H_NONE"":180,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.3333333333333333,11796480,131029,0.0,90,0,1303,0,0
