status,seed,capacity,method,v,phase_ticks,phase_seconds,action_counts,core_required_fraction,payload_bytes,max_queue_bytes,post_release_on_time_core_result_coverage,core_required_events,on_time_core_results,drain_ticks_used,final_queue_bytes,shared_cap_violations
PASS,2026090911,low,synchronized_independent,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":66,""H_NONE"":138,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":66}",0.24444444444444444,9191424,131029,0.0,66,0,1000,0,0
PASS,2026090911,low,central_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":0,""H_NONE"":0,""H_SUMMARY"":270,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.0,4423680,16341,,0,0,374,0,0
PASS,2026090911,low,shielded_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":0,""H_NONE"":0,""H_SUMMARY"":270,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.0,4423680,16341,,0,0,374,0,0
PASS,2026090911,mid,desynchronized_independent,1.0,"{""P1"":286,""P2"":697,""P3"":613}","{""P1"":0.286,""P2"":0.697,""P3"":0.613}","{""H_ALERT"":0,""H_FULL"":180,""H_NONE"":90,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.6666666666666666,23592960,130985,0.5055555555555555,180,91,802,0,0
PASS,2026090911,mid,synchronized_independent,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":135,""H_NONE"":135,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.5,17694720,130985,0.0,135,0,1500,0,0
PASS,2026090911,mid,central_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":90,""H_NONE"":0,""H_SUMMARY"":180,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.3333333333333333,14745600,130985,1.0,90,90,624,0,0
PASS,2026090911,mid,shielded_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":90,""H_NONE"":0,""H_SUMMARY"":180,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.3333333333333333,14745600,130985,1.0,90,90,624,0,0
PASS,2026090911,high,desynchronized_independent,1.0,"{""P1"":286,""P2"":697,""P3"":613}","{""P1"":0.286,""P2"":0.697,""P3"":0.613}","{""H_ALERT"":0,""H_FULL"":270,""H_NONE"":0,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",1.0,35389440,118752,1.0,270,270,302,0,0
PASS,2026090911,high,synchronized_independent,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":270,""H_NONE"":0,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",1.0,35389440,130941,1.0,270,270,999,0,0
PASS,2026090911,high,central_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":270,""H_NONE"":0,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",1.0,35389440,130941,1.0,270,270,999,0,0
PASS,2026090911,high,shielded_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":270,""H_NONE"":0,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",1.0,35389440,130941,1.0,270,270,999,0,0
PASS,2026090912,low,desynchronized_independent,1.0,"{""P1"":72,""P2"":898,""P3"":820}","{""P1"":0.072,""P2"":0.898,""P3"":0.82}","{""H_ALERT"":0,""H_FULL"":90,""H_NONE"":180,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.3333333333333333,11796480,131028,0.0,90,0,1102,0,0
PASS,2026090912,low,synchronized_independent,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":66,""H_NONE"":138,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":66}",0.24444444444444444,9191424,131029,0.0,66,0,1000,0,0
PASS,2026090912,low,central_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":0,""H_NONE"":0,""H_SUMMARY"":270,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.0,4423680,16341,,0,0,374,0,0
PASS,2026090912,low,shielded_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":0,""H_NONE"":0,""H_SUMMARY"":270,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.0,4423680,16341,,0,0,374,0,0
PASS,2026090912,mid,desynchronized_independent,1.0,"{""P1"":72,""P2"":898,""P3"":820}","{""P1"":0.072,""P2"":0.898,""P3"":0.82}","{""H_ALERT"":0,""H_FULL"":180,""H_NONE"":90,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.6666666666666666,23592960,130985,0.5055555555555555,180,91,602,0,0
PASS,2026090912,mid,synchronized_independent,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":135,""H_NONE"":135,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.5,17694720,130985,0.0,135,0,1500,0,0
PASS,2026090912,mid,central_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":90,""H_NONE"":0,""H_SUMMARY"":180,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.3333333333333333,14745600,130985,1.0,90,90,624,0,0
PASS,2026090912,mid,shielded_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":90,""H_NONE"":0,""H_SUMMARY"":180,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.3333333333333333,14745600,130985,1.0,90,90,624,0,0
PASS,2026090912,high,desynchronized_independent,1.0,"{""P1"":72,""P2"":898,""P3"":820}","{""P1"":0.072,""P2"":0.898,""P3"":0.82}","{""H_ALERT"":0,""H_FULL"":270,""H_NONE"":0,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",1.0,35389440,102368,1.0,270,270,101,0,0
PASS,2026090912,high,synchronized_independent,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":270,""H_NONE"":0,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",1.0,35389440,130941,1.0,270,270,999,0,0
PASS,2026090912,high,central_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":270,""H_NONE"":0,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",1.0,35389440,130941,1.0,270,270,999,0,0
PASS,2026090912,high,shielded_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":270,""H_NONE"":0,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",1.0,35389440,130941,1.0,270,270,999,0,0
PASS,2026090913,low,desynchronized_independent,1.0,"{""P1"":31,""P2"":997,""P3"":848}","{""P1"":0.031,""P2"":0.997,""P3"":0.848}","{""H_ALERT"":0,""H_FULL"":90,""H_NONE"":180,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.3333333333333333,11796480,131028,0.0,90,0,1003,0,0
PASS,2026090913,low,synchronized_independent,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":66,""H_NONE"":138,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":66}",0.24444444444444444,9191424,131029,0.0,66,0,1000,0,0
PASS,2026090913,low,central_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":0,""H_NONE"":0,""H_SUMMARY"":270,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.0,4423680,16341,,0,0,374,0,0
PASS,2026090913,low,shielded_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":0,""H_NONE"":0,""H_SUMMARY"":270,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.0,4423680,16341,,0,0,374,0,0
PASS,2026090913,mid,desynchronized_independent,1.0,"{""P1"":31,""P2"":997,""P3"":848}","{""P1"":0.031,""P2"":0.997,""P3"":0.848}","{""H_ALERT"":0,""H_FULL"":180,""H_NONE"":90,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.6666666666666666,23592960,130985,0.5055555555555555,180,91,503,0,0
PASS,2026090913,mid,synchronized_independent,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":135,""H_NONE"":135,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.5,17694720,130985,0.0,135,0,1500,0,0
PASS,2026090913,mid,central_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":90,""H_NONE"":0,""H_SUMMARY"":180,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.3333333333333333,14745600,130985,1.0,90,90,624,0,0
PASS,2026090913,mid,shielded_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":90,""H_NONE"":0,""H_SUMMARY"":180,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.3333333333333333,14745600,130985,1.0,90,90,624,0,0
PASS,2026090913,high,desynchronized_independent,1.0,"{""P1"":31,""P2"":997,""P3"":848}","{""P1"":0.031,""P2"":0.997,""P3"":0.848}","{""H_ALERT"":0,""H_FULL"":270,""H_NONE"":0,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",1.0,35389440,118490,1.0,270,270,2,0,0
PASS,2026090913,high,synchronized_independent,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":270,""H_NONE"":0,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",1.0,35389440,130941,1.0,270,270,999,0,0
PASS,2026090913,high,central_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":270,""H_NONE"":0,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",1.0,35389440,130941,1.0,270,270,999,0,0
PASS,2026090913,high,shielded_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":270,""H_NONE"":0,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",1.0,35389440,130941,1.0,270,270,999,0,0
PASS,2026090914,low,desynchronized_independent,1.0,"{""P1"":379,""P2"":396,""P3"":678}","{""P1"":0.379,""P2"":0.396,""P3"":0.678}","{""H_ALERT"":0,""H_FULL"":90,""H_NONE"":180,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.3333333333333333,11796480,131029,0.0,90,0,1322,0,0
PASS,2026090914,low,synchronized_independent,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":66,""H_NONE"":138,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":66}",0.24444444444444444,9191424,131029,0.0,66,0,1000,0,0
PASS,2026090914,low,central_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":0,""H_NONE"":0,""H_SUMMARY"":270,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.0,4423680,16341,,0,0,374,0,0
PASS,2026090914,low,shielded_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":0,""H_NONE"":0,""H_SUMMARY"":270,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.0,4423680,16341,,0,0,374,0,0
PASS,2026090914,mid,desynchronized_independent,1.0,"{""P1"":379,""P2"":396,""P3"":678}","{""P1"":0.379,""P2"":0.396,""P3"":0.678}","{""H_ALERT"":0,""H_FULL"":180,""H_NONE"":90,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.6666666666666666,23592960,130985,0.5,180,90,822,0,0
PASS,2026090914,mid,synchronized_independent,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":135,""H_NONE"":135,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.5,17694720,130985,0.0,135,0,1500,0,0
PASS,2026090914,mid,central_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":90,""H_NONE"":0,""H_SUMMARY"":180,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.3333333333333333,14745600,130985,1.0,90,90,624,0,0
PASS,2026090914,mid,shielded_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":90,""H_NONE"":0,""H_SUMMARY"":180,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.3333333333333333,14745600,130985,1.0,90,90,624,0,0
PASS,2026090914,high,desynchronized_independent,1.0,"{""P1"":379,""P2"":396,""P3"":678}","{""P1"":0.379,""P2"":0.396,""P3"":0.678}","{""H_ALERT"":0,""H_FULL"":270,""H_NONE"":0,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",1.0,35389440,126223,1.0,270,270,321,0,0
PASS,2026090914,high,synchronized_independent,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":270,""H_NONE"":0,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",1.0,35389440,130941,1.0,270,270,999,0,0
PASS,2026090914,high,central_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":270,""H_NONE"":0,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",1.0,35389440,130941,1.0,270,270,999,0,0
PASS,2026090914,high,shielded_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":270,""H_NONE"":0,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",1.0,35389440,130941,1.0,270,270,999,0,0
PASS,2026090915,low,desynchronized_independent,1.0,"{""P1"":212,""P2"":604,""P3"":213}","{""P1"":0.212,""P2"":0.604,""P3"":0.213}","{""H_ALERT"":0,""H_FULL"":90,""H_NONE"":180,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.3333333333333333,11796480,131028,0.0,90,0,1396,0,0
PASS,2026090915,low,synchronized_independent,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":66,""H_NONE"":138,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":66}",0.24444444444444444,9191424,131029,0.0,66,0,1000,0,0
PASS,2026090915,low,central_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":0,""H_NONE"":0,""H_SUMMARY"":270,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.0,4423680,16341,,0,0,374,0,0
PASS,2026090915,low,shielded_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":0,""H_NONE"":0,""H_SUMMARY"":270,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.0,4423680,16341,,0,0,374,0,0
PASS,2026090915,mid,desynchronized_independent,1.0,"{""P1"":212,""P2"":604,""P3"":213}","{""P1"":0.212,""P2"":0.604,""P3"":0.213}","{""H_ALERT"":0,""H_FULL"":180,""H_NONE"":90,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.6666666666666666,23592960,130985,0.5055555555555555,180,91,896,0,0
PASS,2026090915,mid,synchronized_independent,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":135,""H_NONE"":135,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.5,17694720,130985,0.0,135,0,1500,0,0
PASS,2026090915,mid,central_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":90,""H_NONE"":0,""H_SUMMARY"":180,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.3333333333333333,14745600,130985,1.0,90,90,624,0,0
PASS,2026090915,mid,shielded_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":90,""H_NONE"":0,""H_SUMMARY"":180,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.3333333333333333,14745600,130985,1.0,90,90,624,0,0
PASS,2026090915,high,desynchronized_independent,1.0,"{""P1"":212,""P2"":604,""P3"":213}","{""P1"":0.212,""P2"":0.604,""P3"":0.213}","{""H_ALERT"":0,""H_FULL"":270,""H_NONE"":0,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",1.0,35389440,130876,1.0,270,270,395,0,0
PASS,2026090915,high,synchronized_independent,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":270,""H_NONE"":0,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",1.0,35389440,130941,1.0,270,270,999,0,0
PASS,2026090915,high,central_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":270,""H_NONE"":0,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",1.0,35389440,130941,1.0,270,270,999,0,0
PASS,2026090915,high,shielded_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":270,""H_NONE"":0,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",1.0,35389440,130941,1.0,270,270,999,0,0
PASS,2026090916,low,desynchronized_independent,1.0,"{""P1"":586,""P2"":124,""P3"":90}","{""P1"":0.586,""P2"":0.124,""P3"":0.09}","{""H_ALERT"":0,""H_FULL"":90,""H_NONE"":180,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.3333333333333333,11796480,131029,0.0,90,0,1414,0,0
PASS,2026090916,low,synchronized_independent,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":66,""H_NONE"":138,""H_SUMMARY"":0,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":66}",0.24444444444444444,9191424,131029,0.0,66,0,1000,0,0
PASS,2026090916,low,central_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":0,""H_NONE"":0,""H_SUMMARY"":270,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.0,4423680,16341,,0,0,374,0,0
PASS,2026090916,low,shielded_coordinated,1.0,"{""P1"":0,""P2"":0,""P3"":0}","{""P1"":0.0,""P2"":0.0,""P3"":0.0}","{""H_ALERT"":0,""H_FULL"":0,""H_NONE"":0,""H_SUMMARY"":270,""L_ALERT"":0,""L_NONE"":0,""L_SUMMARY"":0,""M_ALERT"":0,""M_NONE"":0,""M_SUMMARY"":0}",0.0,4423680,16341,,0,0,374,0,0
