status,session_id,attempt,seed,arm,method,capacity,device,ledger_path,ledger_sha256,measured_events,core_required_events,post_release_results_observed,post_release_on_time_count,post_release_on_time_coverage,nominal_results_observed,nominal_on_time_count,nominal_on_time_coverage,post_release_latency_ms_p50,post_release_latency_ms_p95,post_release_latency_ms_p99,nominal_latency_ms_p50,nominal_latency_ms_p95,nominal_latency_ms_p99,release_lateness_ms_p50,release_lateness_ms_p95,release_lateness_ms_p99
PASS,F12_S03,a02,1809636670,C,fixed_full,high,P3,<AUDIT_ROOT>/extracted_sessions/F12_S03/attempt_a02/C_high/raw/probe/P3/F12_S03_C_high_a02/event_ledger.jsonl,72de175e016712d771a8f8ad87de40ce9ce2f7e46652ac477d9565d22d0928dc,90,90,90,90,1.0,90,90,1.0,237.131554,327.69734735,351.09910260000004,335.7189045,438.3950247,489.40524528,86.9481815,150.9412964,156.03811019
PASS,F12_S03,a02,1809636670,D,independent_dpp,low,P1,<AUDIT_ROOT>/extracted_sessions/F12_S03/attempt_a02/D_low/raw/probe/P1/F12_S03_D_low_a02/event_ledger.jsonl,00e1c145fc9842f76e49891237c08f28e60168277761c82bfe06411ca414a484,90,22,22,0,0.0,22,0,0.0,3897.3616635,3974.2945594,3982.1480195599997,5836.4888505,5935.392429500001,5943.55178583,1937.5407865000002,2023.6831941,2025.49434626
PASS,F12_S03,a02,1809636670,D,independent_dpp,low,P2,<AUDIT_ROOT>/extracted_sessions/F12_S03/attempt_a02/D_low/raw/probe/P2/F12_S03_D_low_a02/event_ledger.jsonl,0010f603e9a62825c4b0b8f3393534da5ef35ae9b13df242800642f73b6f477d,90,22,22,0,0.0,22,0,0.0,3892.879556,3977.9388538,3983.08596896,4655.9492064999995,4743.802578299999,4756.96579929,755.308605,831.9982496,841.56796331
PASS,F12_S03,a02,1809636670,D,independent_dpp,low,P3,<AUDIT_ROOT>/extracted_sessions/F12_S03/attempt_a02/D_low/raw/probe/P3/F12_S03_D_low_a02/event_ledger.jsonl,a57b345423f8c8a91032f2206b1222334122f5afb8756ac60f368babc4b3fdd9,90,22,22,0,0.0,22,0,0.0,3129.374043,3206.56751465,3207.30577066,3222.481445,3326.0734654,3339.53170297,81.9818595,151.5553526,158.62129065
PASS,F12_S03,a02,1809636670,D,independent_dpp,mid,P1,<AUDIT_ROOT>/extracted_sessions/F12_S03/attempt_a02/D_mid/raw/probe/P1/F12_S03_D_mid_a02/event_ledger.jsonl,6bf0ba54c2203cc786e925a95d207199f22b698ac05f665590114431eabaa8e0,90,45,45,0,0.0,45,0,0.0,1275.065656,1956.6516598,4601.484137600011,8606.5336,8667.336012,8693.59194764,7335.7014105,7390.6661156499995,7395.386211059999
PASS,F12_S03,a02,1809636670,D,independent_dpp,mid,P2,<AUDIT_ROOT>/extracted_sessions/F12_S03/attempt_a02/D_mid/raw/probe/P2/F12_S03_D_mid_a02/event_ledger.jsonl,84a7e173cafef27d912a59a270bae9ded6b77b6a7c8d3d42339a3f7f030025d2,90,45,45,0,0.0,45,0,0.0,1241.59284,1931.6074036,4577.125905600011,7471.033075,7535.3766874,7548.698712599999,6235.9949115,6290.3192899999995,6295.69655631
PASS,F12_S03,a02,1809636670,D,independent_dpp,mid,P3,<AUDIT_ROOT>/extracted_sessions/F12_S03/attempt_a02/D_mid/raw/probe/P3/F12_S03_D_mid_a02/event_ledger.jsonl,9a922694ea337e3f0dd9d00fb4eda8586cd84f73242b821db832ec214e8577ae,90,45,45,0,0.0,45,0,0.0,1138.554356,1167.6865,3810.0321722400104,5987.194739,6054.8855392000005,6084.8060432,4851.819637500001,4918.8915082,4924.174881739999
PASS,F12_S03,a02,1809636670,D,independent_dpp,high,P1,<AUDIT_ROOT>/extracted_sessions/F12_S03/attempt_a02/D_high/raw/probe/P1/F12_S03_D_high_a02/event_ledger.jsonl,93ff486eedb5508d6182ea1bb8c0bbba019711d11d3fcb9c5f75ccf12666c07b,90,90,90,89,0.9888888888888889,90,0,0.0,934.0627465,985.5666740500001,988.21996028,2831.9464285,2890.96073135,2950.3047365499997,1866.9541414999999,2014.7483135,2018.83030259
PASS,F12_S03,a02,1809636670,D,independent_dpp,high,P2,<AUDIT_ROOT>/extracted_sessions/F12_S03/attempt_a02/D_high/raw/probe/P2/F12_S03_D_high_a02/event_ledger.jsonl,cfceb98c0804bf5f895684ba73e97b36775f7f0a7f2acdfc168510bf80173acb,90,90,90,86,0.9555555555555556,90,0,0.0,908.7922834999999,996.08415495,1026.28341968,1632.2976644999999,1714.63269515,1757.7831080199999,699.5345709999999,814.49611635,817.03730285
PASS,F12_S03,a02,1809636670,D,independent_dpp,high,P3,<AUDIT_ROOT>/extracted_sessions/F12_S03/attempt_a02/D_high/raw/probe/P3/F12_S03_D_high_a02/event_ledger.jsonl,7fec0dbc7b14e716421fc2217fcb5ab8502b8abd0babb33dccf937647129b4f1,90,90,90,90,1.0,90,90,1.0,233.590911,317.271306,339.30633969999997,318.3030845,408.06998515,461.44867121,74.2950235,134.0740253,139.66849037
PASS,F12_S03,a02,1809636670,E,central_dpp,low,P1,<AUDIT_ROOT>/extracted_sessions/F12_S03/attempt_a02/E_low/raw/probe/P1/F12_S03_E_low_a02/event_ledger.jsonl,94da36b2f861f9b38c5d7cdc88be6a01f15b2a88e5ebc9d3d1408120007e9dca,90,0,0,0,,0,0,,,,,,,,1984.5197145,2024.738095,2030.17639777
PASS,F12_S03,a02,1809636670,E,central_dpp,low,P2,<AUDIT_ROOT>/extracted_sessions/F12_S03/attempt_a02/E_low/raw/probe/P2/F12_S03_E_low_a02/event_ledger.jsonl,ae1389dd8343e4ce027417af270691b647f967b0ee08e0da72cc7320e8c5ce60,90,0,0,0,,0,0,,,,,,,,838.3568045,875.0597119,878.33033517
PASS,F12_S03,a02,1809636670,E,central_dpp,low,P3,<AUDIT_ROOT>/extracted_sessions/F12_S03/attempt_a02/E_low/raw/probe/P3/F12_S03_E_low_a02/event_ledger.jsonl,53d9bab137d80798a5ee3704152e06ac2023cacd71fefd355a722e63d5a1f807,90,0,0,0,,0,0,,,,,,,,90.14974699999999,161.41457219999998,168.25634962
PASS,F12_S03,a02,1809636670,E,central_dpp,mid,P1,<AUDIT_ROOT>/extracted_sessions/F12_S03/attempt_a02/E_mid/raw/probe/P1/F12_S03_E_mid_a02/event_ledger.jsonl,52b33199f094ad004f9aedc48d264a0e2b7a38009bfd38dfdb763d9f26ea7931,90,30,30,26,0.8666666666666667,30,0,0.0,971.191101,1009.7660956,1040.1082451700001,2922.8319005000003,3012.2249503499997,3020.70928861,1949.125239,2028.9024011000001,2031.09178164
PASS,F12_S03,a02,1809636670,E,central_dpp,mid,P2,<AUDIT_ROOT>/extracted_sessions/F12_S03/attempt_a02/E_mid/raw/probe/P2/F12_S03_E_mid_a02/event_ledger.jsonl,86df6f5eceede150dc73362bdf300ccb598122e839ae0ad7214ec994c150b431,90,30,30,23,0.7666666666666667,30,0,0.0,951.4464475,1024.68142465,1050.5559876900002,1825.0506235,1930.25777355,1935.14177618,915.262678,954.18468035,957.06447421
PASS,F12_S03,a02,1809636670,E,central_dpp,mid,P3,<AUDIT_ROOT>/extracted_sessions/F12_S03/attempt_a02/E_mid/raw/probe/P3/F12_S03_E_mid_a02/event_ledger.jsonl,ce7700bfc18b083178cfdf7bedc645343804ec05ef220e169af2ca9392781d77,90,30,30,30,1.0,30,30,1.0,288.2067695,355.37219709999994,373.41347687,358.8027035,487.37438034999997,508.29264121,81.0060115,147.8398278,154.94922102
PASS,F12_S03,a02,1809636670,E,central_dpp,high,P1,<AUDIT_ROOT>/extracted_sessions/F12_S03/attempt_a02/E_high/raw/probe/P1/F12_S03_E_high_a02/event_ledger.jsonl,f99e0f29c0adcab89fea1f91180f680c4f3372be9420917028e5dc32d9b5087e,90,90,90,87,0.9666666666666667,90,0,0.0,911.4714180000001,982.7589724999999,1015.52351777,2880.8220105,2982.572553,3006.7649822900003,1963.0605585,2023.07544075,2025.8726107
PASS,F12_S03,a02,1809636670,E,central_dpp,high,P2,<AUDIT_ROOT>/extracted_sessions/F12_S03/attempt_a02/E_high/raw/probe/P2/F12_S03_E_high_a02/event_ledger.jsonl,2510a7e47a3c664f86c9ed7acddd68cb8db2c0a7f57bd0054b5138d23cdab7d4,90,90,90,90,1.0,90,0,0.0,846.251852,940.8464609499999,948.37517851,1706.83815,1815.24433445,1835.64564108,856.0857215000001,892.490493,896.58627612
PASS,F12_S03,a02,1809636670,E,central_dpp,high,P3,<AUDIT_ROOT>/extracted_sessions/F12_S03/attempt_a02/E_high/raw/probe/P3/F12_S03_E_high_a02/event_ledger.jsonl,0cd8ae597b0ca941226ff566d8c4f70058417d4fa62ac00cfd1a6d14cacd9974,90,90,90,90,1.0,90,90,1.0,247.197658,334.886194,369.12711467,326.23195699999997,429.79378944999996,492.92598814,73.24761749999999,133.842931,140.07610936
PASS,F12_S03,a02,1809636670,F,shielded_dpp,low,P1,<AUDIT_ROOT>/extracted_sessions/F12_S03/attempt_a02/F_low/raw/probe/P1/F12_S03_F_low_a02/event_ledger.jsonl,83682d23d6b387e37c6f7413fcb22589ead8c79df9a412d0beb92c191a2af2ae,90,0,0,0,,0,0,,,,,,,,2074.5971715,2116.7335577,2120.33485304
PASS,F12_S03,a02,1809636670,F,shielded_dpp,low,P2,<AUDIT_ROOT>/extracted_sessions/F12_S03/attempt_a02/F_low/raw/probe/P2/F12_S03_F_low_a02/event_ledger.jsonl,acfb16205b6e8c6745207315fe4f69b547e95bb5df3956884509a38edac0c38a,90,0,0,0,,0,0,,,,,,,,627.9438299999999,665.5208048000001,668.1434198000001
PASS,F12_S03,a02,1809636670,F,shielded_dpp,low,P3,<AUDIT_ROOT>/extracted_sessions/F12_S03/attempt_a02/F_low/raw/probe/P3/F12_S03_F_low_a02/event_ledger.jsonl,0d02fb3d1dfda59a4b00ef519410aa87e33171da4ddc5c74a558aa276028d07e,90,0,0,0,,0,0,,,,,,,,84.06175,154.79314905,160.47585916
PASS,F12_S03,a02,1809636670,F,shielded_dpp,mid,P1,<AUDIT_ROOT>/extracted_sessions/F12_S03/attempt_a02/F_mid/raw/probe/P1/F12_S03_F_mid_a02/event_ledger.jsonl,91ab1367e25a26f4b958071f27e8b1a6f606df219400ae6f2778c30b245d5a69,90,30,30,24,0.8,30,0,0.0,955.6826145,1021.74489765,1052.1504809,2954.1187695,3076.1265576,3117.73141453,2003.2704155000001,2147.8992381,2150.13520793
PASS,F12_S03,a02,1809636670,F,shielded_dpp,mid,P2,<AUDIT_ROOT>/extracted_sessions/F12_S03/attempt_a02/F_mid/raw/probe/P2/F12_S03_F_mid_a02/event_ledger.jsonl,d4453974a9d361289393d30decef72ec416a061fd27708babb64513badec12ec,90,30,30,25,0.8333333333333334,30,0,0.0,927.3472755,1043.62098965,1065.74957752,1706.0576555,1830.0300776499998,1878.63670424,758.085246,862.14420535,892.84816348
PASS,F12_S03,a02,1809636670,F,shielded_dpp,mid,P3,<AUDIT_ROOT>/extracted_sessions/F12_S03/attempt_a02/F_mid/raw/probe/P3/F12_S03_F_mid_a02/event_ledger.jsonl,2dc1fe56d918dd4ebe8d0f26f9a7985e2c424d9236674eb5a6e5030f2b65ea93,90,30,30,30,1.0,30,30,1.0,281.909981,341.5539065499999,364.36020699,358.53265550000003,487.6893311999999,503.81182965,86.585504,151.16786779999998,156.32714535000002
PASS,F12_S03,a02,1809636670,F,shielded_dpp,high,P1,<AUDIT_ROOT>/extracted_sessions/F12_S03/attempt_a02/F_high/raw/probe/P1/F12_S03_F_high_a02/event_ledger.jsonl,7b79c582d0c74952e7ca70cb96f935c86a0ab09546bffda329ec0a3bb9ea9d34,90,90,90,84,0.9333333333333333,90,0,0.0,902.2808715,1001.3894595999999,1028.0173818600001,2964.8615405,3072.11950585,3126.75972061,2057.5475995,2130.41937005,2139.1839597900002
PASS,F12_S03,a02,1809636670,F,shielded_dpp,high,P2,<AUDIT_ROOT>/extracted_sessions/F12_S03/attempt_a02/F_high/raw/probe/P2/F12_S03_F_high_a02/event_ledger.jsonl,294ff1c7c3b2500cfce6b658390e49e1ae04b162b241734da64bd9155e576241,90,90,90,88,0.9777777777777777,90,0,0.0,840.403395,953.7984515999999,1015.1130120099999,1794.6058600000001,1907.3929026,1957.54192519,939.5531585,989.1060952500001,992.63964912
PASS,F12_S03,a02,1809636670,F,shielded_dpp,high,P3,<AUDIT_ROOT>/extracted_sessions/F12_S03/attempt_a02/F_high/raw/probe/P3/F12_S03_F_high_a02/event_ledger.jsonl,947e62e1f6d593c84c2c8ebf642fe26370a239356b9594385869eec06a82b6ae,90,90,90,90,1.0,90,90,1.0,251.015179,359.70223154999996,387.23035746,343.320156,462.94264439999995,487.92003145,77.9160465,142.04438085,146.85290778
PASS,F12_S04,a02,1747354681,A,fixed_local,low,P1,<AUDIT_ROOT>/extracted_sessions/F12_S04/attempt_a02/A_low/raw/probe/P1/F12_S04_A_low_a02/event_ledger.jsonl,8d41e8f2f3c516ee11a16275dc76eceed8e0fa6113dd9544e787e955d85996d6,90,0,0,0,,0,0,,,,,,,,1879.5689495,1975.4130742,1977.9374176800002
PASS,F12_S04,a02,1747354681,A,fixed_local,low,P2,<AUDIT_ROOT>/extracted_sessions/F12_S04/attempt_a02/A_low/raw/probe/P2/F12_S04_A_low_a02/event_ledger.jsonl,d3e50b9884a54453d88cdc15c7147e5acac90dde026810afbd090a6f2735f81e,90,0,0,0,,0,0,,,,,,,,657.9408215000001,744.39479505,746.79391907
PASS,F12_S04,a02,1747354681,A,fixed_local,low,P3,<AUDIT_ROOT>/extracted_sessions/F12_S04/attempt_a02/A_low/raw/probe/P3/F12_S04_A_low_a02/event_ledger.jsonl,f7e3745bcc5fd0df7febcce5b28218997c390b56d13e37b6c532d4bae18188a8,90,0,0,0,,0,0,,,,,,,,91.367501,163.73644879999998,170.35476237
PASS,F12_S04,a02,1747354681,A,fixed_local,mid,P1,<AUDIT_ROOT>/extracted_sessions/F12_S04/attempt_a02/A_mid/raw/probe/P1/F12_S04_A_mid_a02/event_ledger.jsonl,2cae7679229c08b4d67f6e335d81249a9bec2827e5583a696709528f09164c12,90,0,0,0,,0,0,,,,,,,,1944.4966024999999,2017.7721476000002,2022.2880798400001
PASS,F12_S04,a02,1747354681,A,fixed_local,mid,P2,<AUDIT_ROOT>/extracted_sessions/F12_S04/attempt_a02/A_mid/raw/probe/P2/F12_S04_A_mid_a02/event_ledger.jsonl,ec87ed478db71c9176f91947e0992c39d505c30ea05bb76f190204ec8ed28950,90,0,0,0,,0,0,,,,,,,,724.9000625000001,795.4444712999999,798.73814932
PASS,F12_S04,a02,1747354681,A,fixed_local,mid,P3,<AUDIT_ROOT>/extracted_sessions/F12_S04/attempt_a02/A_mid/raw/probe/P3/F12_S04_A_mid_a02/event_ledger.jsonl,06d34134f3face98d972d5663e97c430d2c61321aa80fd2535c9a0ee4b731a33,90,0,0,0,,0,0,,,,,,,,95.269067,169.41083735,176.32375263999998
PASS,F12_S04,a02,1747354681,A,fixed_local,high,P1,<AUDIT_ROOT>/extracted_sessions/F12_S04/attempt_a02/A_high/raw/probe/P1/F12_S04_A_high_a02/event_ledger.jsonl,2424108021ff8c8272047c56171fd86e73e5c41950fcbe02da6303280cb77049,90,0,0,0,,0,0,,,,,,,,1896.5649145,1934.55820075,1938.12062867
PASS,F12_S04,a02,1747354681,A,fixed_local,high,P2,<AUDIT_ROOT>/extracted_sessions/F12_S04/attempt_a02/A_high/raw/probe/P2/F12_S04_A_high_a02/event_ledger.jsonl,e930d3e45ab3a752dc54f6b93360cb909ec22da8f92805f6a5f5d9773b84ffb6,90,0,0,0,,0,0,,,,,,,,743.7898815000001,780.1847768,783.8337960599999
PASS,F12_S04,a02,1747354681,A,fixed_local,high,P3,<AUDIT_ROOT>/extracted_sessions/F12_S04/attempt_a02/A_high/raw/probe/P3/F12_S04_A_high_a02/event_ledger.jsonl,b38b0ecc4a56abecc008713c82fef0a416479e530b16fc7efd50ff142942a38b,90,0,0,0,,0,0,,,,,,,,87.89974649999999,160.35306814999998,165.97460125
PASS,F12_S04,a02,1747354681,B,fixed_summary,low,P1,<AUDIT_ROOT>/extracted_sessions/F12_S04/attempt_a02/B_low/raw/probe/P1/F12_S04_B_low_a02/event_ledger.jsonl,af2943e1f62bb5e07f0911d46cd1eb1c9686c56faa9fee892e07ff5cb2e74493,90,0,0,0,,0,0,,,,,,,,1958.7856835,2049.4188677,2059.20259841
PASS,F12_S04,a02,1747354681,B,fixed_summary,low,P2,<AUDIT_ROOT>/extracted_sessions/F12_S04/attempt_a02/B_low/raw/probe/P2/F12_S04_B_low_a02/event_ledger.jsonl,9a4a99ee52d8c4beb45271491252540bec0a860ec1c1fa135ad3c1ceb6146751,90,0,0,0,,0,0,,,,,,,,718.982112,800.62814385,805.96589102
PASS,F12_S04,a02,1747354681,B,fixed_summary,low,P3,<AUDIT_ROOT>/extracted_sessions/F12_S04/attempt_a02/B_low/raw/probe/P3/F12_S04_B_low_a02/event_ledger.jsonl,b5469704a02b313a08e7f84081956669c6b56f22b52fcb1cdc63d35c1f3d3f20,90,0,0,0,,0,0,,,,,,,,87.5761545,156.16242864999998,162.16350039000002
PASS,F12_S04,a02,1747354681,B,fixed_summary,mid,P1,<AUDIT_ROOT>/extracted_sessions/F12_S04/attempt_a02/B_mid/raw/probe/P1/F12_S04_B_mid_a02/event_ledger.jsonl,fa591a8a583c531feff7de44c066ec71258e85facb0df6e43214d42ad142d018,90,0,0,0,,0,0,,,,,,,,1929.8188129999999,2022.4322599,2027.03946592
PASS,F12_S04,a02,1747354681,B,fixed_summary,mid,P2,<AUDIT_ROOT>/extracted_sessions/F12_S04/attempt_a02/B_mid/raw/probe/P2/F12_S04_B_mid_a02/event_ledger.jsonl,155dd1908d9d0ebfa78c37998a17e6ef1dde22bd263830550bb4bb25ad0fe991,90,0,0,0,,0,0,,,,,,,,706.01734,830.5039239,834.69387251
PASS,F12_S04,a02,1747354681,B,fixed_summary,mid,P3,<AUDIT_ROOT>/extracted_sessions/F12_S04/attempt_a02/B_mid/raw/probe/P3/F12_S04_B_mid_a02/event_ledger.jsonl,a9c0473a5e958bf4b6452fc25785da024e569985c97b8bf38ec18b58a5213883,90,0,0,0,,0,0,,,,,,,,89.0751885,158.29477014999998,164.19102245
PASS,F12_S04,a02,1747354681,B,fixed_summary,high,P1,<AUDIT_ROOT>/extracted_sessions/F12_S04/attempt_a02/B_high/raw/probe/P1/F12_S04_B_high_a02/event_ledger.jsonl,f8b84a77cffc38848b0816032be195fcc59f1e1ae4669c432bb08f78dacce216,90,0,0,0,,0,0,,,,,,,,1973.678614,2015.9340622,2019.15418352
PASS,F12_S04,a02,1747354681,B,fixed_summary,high,P2,<AUDIT_ROOT>/extracted_sessions/F12_S04/attempt_a02/B_high/raw/probe/P2/F12_S04_B_high_a02/event_ledger.jsonl,517b7ac5152d6ef7d623f722e7f130a50ec111c90793344a9364bc5a12d447c3,90,0,0,0,,0,0,,,,,,,,595.888483,629.40123785,630.5384745399999
PASS,F12_S04,a02,1747354681,B,fixed_summary,high,P3,<AUDIT_ROOT>/extracted_sessions/F12_S04/attempt_a02/B_high/raw/probe/P3/F12_S04_B_high_a02/event_ledger.jsonl,f046ab93ac70ae2f84e215fd7adf45d66b57c77e2341075ddd6f758d650016c0,90,0,0,0,,0,0,,,,,,,,88.1991165,155.56934615,161.31032000000002
PASS,F12_S04,a02,1747354681,C,fixed_full,low,P1,<AUDIT_ROOT>/extracted_sessions/F12_S04/attempt_a02/C_low/raw/probe/P1/F12_S04_C_low_a02/event_ledger.jsonl,fd5684e95d533ce29eb5a7d2f2fa716da2965f579222a477b90cf91233f7954b,90,90,90,0,0.0,90,0,0.0,103060.4925385,183221.180134,190361.26243948,105195.751556,185520.9315979,192663.01349757,2135.2590175,2299.7514639,2301.7510580900002
PASS,F12_S04,a02,1747354681,C,fixed_full,low,P2,<AUDIT_ROOT>/extracted_sessions/F12_S04/attempt_a02/C_low/raw/probe/P2/F12_S04_C_low_a02/event_ledger.jsonl,e4d71b8e891e36646cfeddddd343daa4ccdfe7c4ef160cf6da23a5e192da58c4,90,90,90,0,0.0,90,0,0.0,103043.1637125,183164.84087445,190326.63004209998,103886.55867,184198.46124715,191362.84700352998,843.3949574999999,1033.6203727,1036.21696143
PASS,F12_S04,a02,1747354681,C,fixed_full,low,P3,<AUDIT_ROOT>/extracted_sessions/F12_S04/attempt_a02/C_low/raw/probe/P3/F12_S04_C_low_a02/event_ledger.jsonl,1257bcf424d433561048dbebd4c9b2de87e3f44cc7a6d901ca7686114088ae43,90,90,90,0,0.0,90,0,0.0,102281.347722,182558.04898599998,189695.7413214,102359.73427300001,182698.72481785,189842.29811497,78.386551,140.67583185,146.55679357
PASS,F12_S04,a02,1747354681,C,fixed_full,mid,P1,<AUDIT_ROOT>/extracted_sessions/F12_S04/attempt_a02/C_mid/raw/probe/P1/F12_S04_C_mid_a02/event_ledger.jsonl,560e228c396b0f45f8b11444019e35b564d22ef7889b744dd9fad322d2eb65d4,90,90,90,0,0.0,90,0,0.0,26935.803753,46977.97607345,48938.74801499,28926.5094635,49035.16709815,50999.62622608,1990.7057105,2057.2568833,2060.32582991
PASS,F12_S04,a02,1747354681,C,fixed_full,mid,P2,<AUDIT_ROOT>/extracted_sessions/F12_S04/attempt_a02/C_mid/raw/probe/P2/F12_S04_C_mid_a02/event_ledger.jsonl,2915aeb5b5c852a7e9c3abf1204f530e8bf44ddcd749a35404d60b28c1e2979a,90,90,90,0,0.0,90,0,0.0,26866.0973925,46968.406286800004,48909.65812841,27730.78619,47865.637190299996,49810.92295383,864.6887975,897.3185765000001,900.80409658
PASS,F12_S04,a02,1747354681,C,fixed_full,mid,P3,<AUDIT_ROOT>/extracted_sessions/F12_S04/attempt_a02/C_mid/raw/probe/P3/F12_S04_C_mid_a02/event_ledger.jsonl,2c13f6de804a6f460fdbc346b39d0154f141a96af24b22cb3091281fa0670439,90,90,90,0,0.0,90,0,0.0,26258.374339,46270.0307823,48209.70093606,26336.843649,46411.4968723,48357.28641416,78.46931000000001,141.64628399999998,146.8499459
PASS,F12_S04,a02,1747354681,C,fixed_full,high,P1,<AUDIT_ROOT>/extracted_sessions/F12_S04/attempt_a02/C_high/raw/probe/P1/F12_S04_C_high_a02/event_ledger.jsonl,abb15fbc04a4537fa729233a32c60908f0b84e22fcfcbe08475cac21d15a5940,90,90,90,86,0.9555555555555556,90,0,0.0,888.878147,980.9333369,1059.50116166,2873.3798375,2966.2940231499997,3027.58243986,1968.154151,2168.0547171,2172.7546546099998
PASS,F12_S04,a02,1747354681,C,fixed_full,high,P2,<AUDIT_ROOT>/extracted_sessions/F12_S04/attempt_a02/C_high/raw/probe/P2/F12_S04_C_high_a02/event_ledger.jsonl,5d5eab7e05b7909c16e46a2e2e65b8f8b872ab350c3a20f3a69c7d900f69f6db,90,90,90,83,0.9222222222222223,90,0,0.0,897.28071,1004.44528205,1053.7276655699998,1676.6512255,1771.5728621,1883.5409459599998,746.35009,946.2539129,950.49435939
PASS,F12_S04,a02,1747354681,C,fixed_full,high,P3,<AUDIT_ROOT>/extracted_sessions/F12_S04/attempt_a02/C_high/raw/probe/P3/F12_S04_C_high_a02/event_ledger.jsonl,7255050c0571a8cc4d65bf03160865b55d284dd988f2ff30fdae368ee996311a,90,90,90,90,1.0,90,90,1.0,238.884973,357.5927047499999,615.41222058,339.3642995,458.1343042,720.66776102,78.644634,142.18583245,146.79448838
PASS,F12_S04,a02,1747354681,D,independent_dpp,low,P1,<AUDIT_ROOT>/extracted_sessions/F12_S04/attempt_a02/D_low/raw/probe/P1/F12_S04_D_low_a02/event_ledger.jsonl,fedaaa9c8f256b97ffef61b97e46959506689f75e675f88c8ffb05beb9669cee,90,22,22,0,0.0,22,0,0.0,3956.8724065,3983.9065118,4007.37620091,6077.3296145,6146.897087,6165.00890763,2113.3924690000003,2196.5795267999997,2199.20930123
PASS,F12_S04,a02,1747354681,D,independent_dpp,low,P2,<AUDIT_ROOT>/extracted_sessions/F12_S04/attempt_a02/D_low/raw/probe/P2/F12_S04_D_low_a02/event_ledger.jsonl,bee1726078352203807d2828969f72ab404ce53f612170de3b8f95df838d84c8,90,22,22,0,0.0,22,0,0.0,3862.4651405,3940.8831450499997,3959.24836198,4842.3226565,4903.7836311,4930.02465287,1004.2329615,1036.60926895,1038.7751771800001
PASS,F12_S04,a02,1747354681,D,independent_dpp,low,P3,<AUDIT_ROOT>/extracted_sessions/F12_S04/attempt_a02/D_low/raw/probe/P3/F12_S04_D_low_a02/event_ledger.jsonl,15f9483fa131251ca77444158e4490508d831278d1b710751cc56a434780ab74,90,22,22,0,0.0,22,0,0.0,3122.628909,3165.8581615,3172.06080986,3224.8293025000003,3276.84514685,3308.84789373,85.100085,154.4349471,159.82311061
PASS,F12_S04,a02,1747354681,D,independent_dpp,mid,P1,<AUDIT_ROOT>/extracted_sessions/F12_S04/attempt_a02/D_mid/raw/probe/P1/F12_S04_D_mid_a02/event_ledger.jsonl,427f22878084182a37dd9429c1fdd7197867357615e17bad8284a10aaa2c9cc5,90,45,45,0,0.0,45,0,0.0,1911.297258,1983.8362722,2011.8618742,3938.025353,4013.6593460000004,4032.20823644,1990.705696,2228.05693935,2232.61151608
PASS,F12_S04,a02,1747354681,D,independent_dpp,mid,P2,<AUDIT_ROOT>/extracted_sessions/F12_S04/attempt_a02/D_mid/raw/probe/P2/F12_S04_D_mid_a02/event_ledger.jsonl,0ba0f554648da1c15c088ae68cc8f8990342817eb947e049fe301656ea82f0eb,90,45,45,0,0.0,45,0,0.0,1870.404869,1957.3705286,1991.31437404,2710.033026,2774.168287,2804.78118808,837.168421,975.6712118,977.85841147
PASS,F12_S04,a02,1747354681,D,independent_dpp,mid,P3,<AUDIT_ROOT>/extracted_sessions/F12_S04/attempt_a02/D_mid/raw/probe/P3/F12_S04_D_mid_a02/event_ledger.jsonl,837318d07567fbf270c3d106bb86c3998ef00a648e3d109e2a03ca5a474d89b0,90,45,45,0,0.0,45,0,0.0,1145.247023,1229.5393754,1315.8902588400001,1237.33855,1310.1302492,1418.7253919600003,77.872143,143.7465791,149.69232336
PASS,F12_S04,a02,1747354681,D,independent_dpp,high,P1,<AUDIT_ROOT>/extracted_sessions/F12_S04/attempt_a02/D_high/raw/probe/P1/F12_S04_D_high_a02/event_ledger.jsonl,dc593d749973d3fec549d9a2ca9e2b37bf9bbe6b2169865d9255c56e9ee0c73f,90,90,90,85,0.9444444444444444,90,0,0.0,917.2153995000001,1002.24962245,1024.9203820999999,2957.3214465,3028.45170415,3070.4588496,2006.9672435,2091.5112796500002,2094.13313546
PASS,F12_S04,a02,1747354681,D,independent_dpp,high,P2,<AUDIT_ROOT>/extracted_sessions/F12_S04/attempt_a02/D_high/raw/probe/P2/F12_S04_D_high_a02/event_ledger.jsonl,f526a4d4541ec589438f460668af454cc54ce41fb0c8df1b9118be53e4d08647,90,90,90,86,0.9555555555555556,90,0,0.0,875.7992305,994.57946055,1051.51564358,1714.1809805,1811.7061268,1847.00220561,805.9853305,927.9324331500001,929.9250961800001
PASS,F12_S04,a02,1747354681,D,independent_dpp,high,P3,<AUDIT_ROOT>/extracted_sessions/F12_S04/attempt_a02/D_high/raw/probe/P3/F12_S04_D_high_a02/event_ledger.jsonl,e67e4e50fd913078c75b726632217f0b004e1b29e26078e326d9db89e012ea11,90,90,90,90,1.0,90,90,1.0,246.47431949999998,352.46154765,370.58083756999997,340.6856835,443.0033694,473.18110513,80.35835900000001,145.77803,151.77331263
